"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
1,0.152894157431288,0.770528991698729,0.703526470681448,0.00335198878442275,0.564076074817766,0.0636877869040784,0.272727272727273,0.0930210819997271,0.130727562592582,0.177489177489177,0.00335198878442049,0.594588390010563,0.0033519887844261,0.670164784220812,0.628564869439738,0.0335012605086404,0.631227988486548,0.569521428646887,0.0849411985729378,0.723385906930729,0.683501683501684,0.152894157431288,0.569521428646887,0.144781144781145,0.0891311809721581,0.153522062157279,0.372839293810536,0.255411255411255,0.123091490979333,0.662541348868913,0.355334527259351,0.770528991698729,0.723385906930729,0.497468338163091,0.696517828298088
0.152894157431288,1,0.304255531702266,0.236643191323985,0.0620124396105714,0.112938487863156,0.140937362751299,0.254823595718813,0.307098056080377,0.140937362751299,0.036403370816973,0.264962241972442,0.165714285714286,0.479187033354417,0.345032779671177,0.177142857142857,0.0338061701891407,0.248464673298944,0.169030850945703,0.245714285714286,0.420699082675716,0.322776554577163,0.0285714285714288,0.371867872080547,0.0509647191437629,0.0236690534165575,0.258198889747161,0.184427778390829,0.138332809104498,0.138013111868471,0.302857142857143,0.119522860933439,0.304255531702266,0.284256136943051,0.191236577493503,0.177142857142857
0.770528991698729,0.304255531702266,1,0.933333333333333,0.0333518672982535,0.734968415259167,0.100055601894761,0.301511344577764,0.239956909566871,0.0333518672982535,0.0430730492253948,0.0333518672982535,0.845154254728517,0.166759336491268,0.816496580927726,0.845154254728516,0.0666666666666667,0.734968415259167,0.8,0.169030850945703,0.874474632195206,0.904534033733291,0.236643191323985,0.733333333333333,0.301511344577764,0.140028008402801,0.290957186981323,0.436435780471985,0.215365246126974,0.272165526975909,0.845154254728517,0.353553390593274,1,0.874474632195206,0.494974746830583,0.777541914350235
0.703526470681448,0.236643191323985,0.933333333333333,1,0.100055601894761,0.668153104781061,0.100055601894761,0.301511344577764,0.239956909566871,0.0333518672982535,0.129219147676184,0.0333518672982535,0.777541914350235,0.100055601894761,0.748455199183749,0.777541914350235,0.133333333333333,0.734968415259167,0.733333333333333,0.169030850945703,0.807207352795575,0.83753151271601,0.236643191323985,0.666666666666667,0.234508823560483,0.140028008402801,0.290957186981323,0.436435780471985,0.215365246126974,0.272165526975909,0.777541914350235,0.353553390593274,0.933333333333333,0.807207352795575,0.424264068711928,0.777541914350235
0.00335198878442275,0.0620124396105714,0.0333518672982535,0.100055601894761,1,0.236212029067085,0.134593993325918,0.0703917644729289,0.145197485379573,0.199110122358176,0.145093228811547,0.265850945494994,0.0056374945100509,0.0678531701890991,0.027231685616579,0.0732874286306753,0.433574274877295,0.0356546458969185,0.100055601894761,0.129662373731195,0.0964700431701948,0.0703917644729286,0.208587296871923,0.0333518672982535,0.070391764472929,0.247520364377314,0.0509458188207898,0.0218339223517668,0.0272947658160339,0.040847528424869,0.00563749451005086,0.235833315318289,0.0333518672982535,0.0381393193928679,0.117916657659145,0.140937362751299
0.564076074817766,0.112938487863156,0.734968415259167,0.668153104781061,0.236212029067085,1,0.10250710695364,0.322329185610152,0.119100765933146,0.0356546458969184,0.0978499313459388,0.0980502762165258,0.700218624751569,0.0980502762165257,0.627376434428478,0.655043229606307,0.200445931434318,0.665178571428571,0.668153104781061,0.316227766016838,0.683161592031788,0.644658371220304,0.0451753951452625,0.467707173346743,0.308898802876396,0.074848118856512,0.247865033495917,0.393667994375868,0.0978499313459389,0.0818317088384971,0.564692439315782,0.448832811698457,0.734968415259167,0.683161592031789,0.448832811698457,0.519517044170519
0.0636877869040784,0.140937362751299,0.100055601894761,0.100055601894761,0.134593993325918,0.10250710695364,1,0.291623024244991,0.472177649305226,0.132369299221357,0.113488763129824,0.067853170189099,0.276237230992546,0.268075639599555,0.027231685616579,0.129662373731195,0.233463071087775,0.169359568010363,0.233463071087775,0.00563749451004807,0.0381393193928675,0.0636877869040784,0.197312307851819,0.100055601894761,0.130727562592582,0.126095279965802,0.16739340469688,0.123725559993346,0.0272947658160336,0.0953108996580273,0.0732874286306755,0.0235833315318287,0.100055601894761,0.0964700431701948,0.0471666630636579,0.0620124396105716
0.272727272727273,0.254823595718813,0.301511344577764,0.301511344577764,0.0703917644729289,0.322329185610152,0.291623024244991,1,0.237720542888191,0.0502798317663778,0.142857142857143,0.070391764472929,0.356753034006338,0.311734956951542,0.246182981958665,0.254823595718813,0.0603022689155527,0.201455741006345,0.301511344577764,0.132508269773783,0.263664022152322,0.272727272727273,0.132508269773783,0.180906806746658,0.151515151515151,0.042220033092075,0.0657951694959768,0.0657951694959769,0.168831168831169,0.123091490979333,0.234437708061308,0.085280286542244,0.301511344577764,0.263664022152322,0.0852802865422442,0.132508269773783
0.0930210819997271,0.307098056080377,0.239956909566871,0.239956909566871,0.145197485379573,0.119100765933146,0.472177649305226,0.237720542888191,1,0.145197485379573,0.107786333110795,0.0605942261820264,0.110091755953343,0.0605942261820264,0.195923996231334,0.168034785402471,0.171397792547765,0.256524726625237,0.034279558509553,0.0985031500635172,0.0714826718387017,0.182596938740205,0.237566420741424,0.102838675528659,0.0930210819997272,0.14880304751762,0.0673237164255833,0.0673237164255835,0.0191948264443874,0.0559782846375243,0.249155026631249,0.0969572331127439,0.239956909566871,0.348189788633675,0.169675157947302,0.237566420741424
0.130727562592582,0.140937362751299,0.0333518672982535,0.0333518672982535,0.199110122358176,0.0356546458969184,0.132369299221357,0.0502798317663778,0.145197485379573,1,0.231287226125338,0.53503893214683,0.0732874286306754,0.0656284760845384,0.108926742466317,0.00563749451005062,0.100055601894761,0.164902737273248,0.100055601894761,0.00563749451004718,0.0381393193928678,0.00335198878442245,0.0620124396105714,0.0333518672982535,0.130727562592582,0.0326913688800226,0.240173145869437,0.0218339223517662,0.145093228811547,0.0272316856165793,0.00563749451005044,0.0471666630636577,0.0333518672982535,0.17274868195593,0.0235833315318288,0.0732874286306754
0.177489177489177,0.036403370816973,0.0430730492253948,0.129219147676184,0.145093228811547,0.0978499313459388,0.113488763129824,0.142857142857143,0.107786333110795,0.231287226125338,1,0.199682760443614,0.0509647191437625,0.113488763129824,0.0351689974226662,0.138332809104498,0.129219147676184,0.247502767522081,0.0430730492253948,0.123771460777709,0.0666403572472899,0.00432900432900576,0.123771460777709,0.0430730492253948,0.264069264069264,0.162848699069432,0.0657951694959769,0.0281979297839902,0.11317254174397,0.140675989690666,0.0364033708169734,0.0609144903873173,0.0430730492253948,0.0666403572472902,0.0609144903873174,0.0509647191437624
0.00335198878442049,0.264962241972442,0.0333518672982535,0.0333518672982535,0.265850945494994,0.0980502762165258,0.067853170189099,0.070391764472929,0.0605942261820264,0.53503893214683,0.199682760443614,1,0.129662373731195,0.134593993325918,0.0272316856165785,0.0732874286306757,0.233463071087775,0.236212029067085,0.166759336491268,0.00563749451004793,0.0964700431701948,0.070391764472929,0.0620124396105717,0.166759336491268,0.137431540161433,0.154116453291535,0.196505301165903,0.021833922351767,0.0272947658160342,0.163390113699475,0.0056374945100524,0.0943333261273154,0.0333518672982535,0.0381393193928676,0.117916657659145,0.140937362751299
0.594588390010563,0.165714285714286,0.845154254728517,0.777541914350235,0.0056374945100509,0.700218624751569,0.276237230992546,0.356753034006338,0.110091755953343,0.0732874286306754,0.0509647191437625,0.129662373731195,1,0.332612176093066,0.690065559342354,0.714285714285714,0.0338061701891407,0.632455532033676,0.845154254728516,0.371428571428571,0.739065956051933,0.764470787156438,0.234285714285714,0.642317233593673,0.356753034006338,0.213021480749018,0.331970001103493,0.331970001103493,0.138332809104499,0.276026223736942,0.657142857142857,0.382473154987006,0.845154254728517,0.739065956051933,0.382473154987006,0.645714285714285
0.0033519887844261,0.479187033354417,0.166759336491268,0.100055601894761,0.0678531701890991,0.0980502762165257,0.268075639599555,0.311734956951542,0.0605942261820264,0.0656284760845384,0.113488763129824,0.134593993325918,0.332612176093066,1,0.177005956507765,0.00563749451005271,0.100055601894761,0.164902737273248,0.233463071087775,0.140937362751299,0.240053363237462,0.204471315849936,0.197312307851819,0.366870540280789,0.137431540161433,0.0607125422057564,0.0218339223517668,0.26928504233846,0.145093228811547,0.245085170549213,0.129662373731195,0.0471666630636575,0.166759336491268,0.0381393193928675,0.0943333261273157,0.140937362751299
0.670164784220812,0.345032779671177,0.816496580927726,0.748455199183749,0.027231685616579,0.627376434428478,0.027231685616579,0.246182981958665,0.195923996231334,0.108926742466317,0.0351689974226662,0.0272316856165785,0.690065559342354,0.177005956507765,1,0.690065559342354,0.136082763487954,0.627376434428478,0.612372435695795,0.207019667802706,0.727736423204943,0.697518448882885,0.138013111868471,0.680413817439772,0.0820609939862218,0.0571661950475028,0.014847846772913,0.282109088685337,0.123091490979333,0.166666666666667,0.690065559342354,0.505181485540923,0.816496580927726,0.865045182300216,0.505181485540922,0.75907211527659
0.628564869439738,0.177142857142857,0.845154254728516,0.777541914350235,0.0732874286306753,0.655043229606307,0.129662373731195,0.254823595718813,0.168034785402471,0.00563749451005062,0.138332809104498,0.0732874286306757,0.714285714285714,0.00563749451005271,0.690065559342354,1,0.101418510567422,0.655043229606307,0.777541914350235,0.0399999999999995,0.693584974141044,0.730494307727263,0.245714285714286,0.574704893215391,0.322776554577163,0.260359587582133,0.258198889747161,0.184427778390829,0.211139550738445,0.207019667802706,0.714285714285714,0.262950294053567,0.845154254728516,0.761806447007377,0.478091443733757,0.588571428571428
0.0335012605086404,0.0338061701891407,0.0666666666666667,0.133333333333333,0.433574274877295,0.200445931434318,0.233463071087775,0.0603022689155527,0.171397792547765,0.100055601894761,0.129219147676184,0.233463071087775,0.0338061701891407,0.100055601894761,0.136082763487954,0.101418510567422,1,0.133630620956212,0.133333333333333,0.236643191323985,1.02262105198205e-17,0.0335012605086404,0.304255531702266,0.0666666666666667,0.167506302543202,0.140028008402801,0.145478593490662,0.0727392967453308,0.387657443028553,0.136082763487954,0.101418510567422,0.282842712474619,0.0666666666666667,0.0672672793996312,0.0707106781186548,0.0338061701891406
0.631227988486548,0.248464673298944,0.734968415259167,0.734968415259167,0.0356546458969185,0.665178571428571,0.169359568010363,0.201455741006345,0.256524726625237,0.164902737273248,0.247502767522081,0.236212029067085,0.632455532033676,0.164902737273248,0.627376434428478,0.655043229606307,0.133630620956212,1,0.601337794302955,0.112938487863156,0.683161592031789,0.644658371220304,0.316227766016838,0.734968415259167,0.174594975538832,0.018712029714128,0.174963553055941,0.393667994375868,0.0978499313459389,0.28641098093474,0.700218624751569,0.377964473009227,0.734968415259167,0.683161592031789,0.448832811698457,0.519517044170519
0.569521428646887,0.169030850945703,0.8,0.733333333333333,0.100055601894761,0.668153104781061,0.233463071087775,0.301511344577764,0.034279558509553,0.100055601894761,0.0430730492253948,0.166759336491268,0.845154254728516,0.233463071087775,0.612372435695795,0.777541914350235,0.133333333333333,0.601337794302955,1,0.169030850945703,0.672672793996312,0.770528991698729,0.236643191323985,0.6,0.502518907629606,0.420084025208403,0.363696483726654,0.290957186981323,0.215365246126974,0.204124145231932,0.642317233593673,0.212132034355964,0.8,0.672672793996312,0.424264068711928,0.574704893215391
0.0849411985729378,0.245714285714286,0.169030850945703,0.169030850945703,0.129662373731195,0.316227766016838,0.00563749451004807,0.132508269773783,0.0985031500635172,0.00563749451004718,0.123771460777709,0.00563749451004793,0.371428571428571,0.140937362751299,0.207019667802706,0.0399999999999995,0.236643191323985,0.112938487863156,0.169030850945703,1,0.216034664076719,0.118917678002113,0.0971428571428573,0.169030850945703,0.0509647191437629,0.0236690534165577,0.110656667034497,0.110656667034498,0.138332809104498,0.0690065559342357,0.0285714285714288,0.549805160293821,0.169030850945703,0.147813191210387,0.119522860933439,0.108571428571428
0.723385906930729,0.420699082675716,0.874474632195206,0.807207352795575,0.0964700431701948,0.683161592031788,0.0381393193928675,0.263664022152322,0.0714826718387017,0.0381393193928678,0.0666403572472899,0.0964700431701948,0.739065956051933,0.240053363237462,0.727736423204943,0.693584974141044,1.02262105198205e-17,0.683161592031789,0.672672793996312,0.216034664076719,1,0.763949602646471,0.147813191210386,0.672672793996312,0.22310032643658,0.0847737284850461,0.161468161717528,0.381652018605066,0.194126258068193,0.24715576637149,0.739065956051933,0.380521195323595,0.874474632195206,0.728506787330316,0.451868919446769,0.625363501274712
0.683501683501684,0.322776554577163,0.904534033733291,0.83753151271601,0.0703917644729286,0.644658371220304,0.0636877869040784,0.272727272727273,0.182596938740205,0.00335198878442245,0.00432900432900576,0.070391764472929,0.764470787156438,0.204471315849936,0.697518448882885,0.730494307727263,0.0335012605086404,0.644658371220304,0.770528991698729,0.118917678002113,0.763949602646471,1,0.186870636860463,0.703526470681448,0.393939393939394,0.192335706308341,0.358218145033652,0.431323888918071,0.0909090909090909,0.287213478951776,0.764470787156438,0.21320071635561,0.904534033733291,0.831555762172708,0.426401432711221,0.730494307727263
0.152894157431288,0.0285714285714288,0.236643191323985,0.236643191323985,0.208587296871923,0.0451753951452625,0.197312307851819,0.132508269773783,0.237566420741424,0.0620124396105714,0.123771460777709,0.0620124396105717,0.234285714285714,0.197312307851819,0.138013111868471,0.245714285714286,0.304255531702266,0.316227766016838,0.236643191323985,0.0971428571428573,0.147813191210386,0.186870636860463,1,0.236643191323985,0.254823595718813,0.0710071602496727,0.331970001103493,0.110656667034497,0.0364033708169728,0.276026223736942,0.234285714285714,0.047809144373376,0.236643191323985,0.284256136943051,0.406377727173694,0.108571428571429
0.569521428646887,0.371867872080547,0.733333333333333,0.666666666666667,0.0333518672982535,0.467707173346743,0.100055601894761,0.180906806746658,0.102838675528659,0.0333518672982535,0.0430730492253948,0.166759336491268,0.642317233593673,0.366870540280789,0.680413817439772,0.574704893215391,0.0666666666666667,0.734968415259167,0.6,0.169030850945703,0.672672793996312,0.703526470681448,0.236643191323985,1,0.234508823560483,0.0466760028009337,0.145478593490662,0.436435780471985,0.129219147676184,0.544331053951817,0.709929573971954,0.353553390593274,0.733333333333333,0.605405514596681,0.282842712474619,0.642317233593673
0.144781144781145,0.0509647191437629,0.301511344577764,0.234508823560483,0.070391764472929,0.308898802876396,0.130727562592582,0.151515151515151,0.0930210819997272,0.130727562592582,0.264069264069264,0.137431540161433,0.356753034006338,0.137431540161433,0.0820609939862218,0.322776554577163,0.167506302543202,0.174594975538832,0.502518907629606,0.0509647191437629,0.22310032643658,0.393939393939394,0.254823595718813,0.234508823560483,1,0.286158002068508,0.577535376686908,0.285112401149233,0.0909090909090912,0.0820609939862217,0.152894157431288,0.21320071635561,0.301511344577764,0.22310032643658,0.28426762180748,0.118917678002113
0.0891311809721581,0.0236690534165575,0.140028008402801,0.140028008402801,0.247520364377314,0.074848118856512,0.126095279965802,0.042220033092075,0.14880304751762,0.0326913688800226,0.162848699069432,0.154116453291535,0.213021480749018,0.0607125422057564,0.0571661950475028,0.260359587582133,0.140028008402801,0.018712029714128,0.420084025208403,0.0236690534165577,0.0847737284850461,0.192335706308341,0.0710071602496727,0.0466760028009337,0.286158002068508,1,0.173154160549773,0.0305566165676071,0.078408632885282,0.0381107966983353,0.260359587582133,0.0990147542976672,0.140028008402801,0.0847737284850461,0.0990147542976675,0.0710071602496728
0.153522062157279,0.258198889747161,0.290957186981323,0.290957186981323,0.0509458188207898,0.247865033495917,0.16739340469688,0.0657951694959768,0.0673237164255833,0.240173145869437,0.0657951694959769,0.196505301165903,0.331970001103493,0.0218339223517668,0.014847846772913,0.258198889747161,0.145478593490662,0.174963553055941,0.363696483726654,0.110656667034497,0.161468161717528,0.358218145033652,0.331970001103493,0.145478593490662,0.577535376686908,0.173154160549773,1,0.285714285714286,0.253781368055911,0.207869854820774,0.184427778390829,0.0771516749810459,0.290957186981323,0.161468161717528,0.0771516749810461,0.184427778390829
0.372839293810536,0.184427778390829,0.436435780471985,0.436435780471985,0.0218339223517668,0.393667994375868,0.123725559993346,0.0657951694959769,0.0673237164255835,0.0218339223517662,0.0281979297839902,0.021833922351767,0.331970001103493,0.26928504233846,0.282109088685337,0.184427778390829,0.0727392967453308,0.393667994375868,0.290957186981323,0.110656667034498,0.381652018605066,0.431323888918071,0.110656667034497,0.436435780471985,0.285112401149233,0.0305566165676071,0.285714285714286,1,0.159788268775944,0.356348322549899,0.405741112459825,0.0771516749810464,0.436435780471985,0.234862780680041,0.231455024943138,0.405741112459825
0.255411255411255,0.138332809104498,0.215365246126974,0.215365246126974,0.0272947658160339,0.0978499313459389,0.0272947658160336,0.168831168831169,0.0191948264443874,0.145093228811547,0.11317254174397,0.0272947658160342,0.138332809104499,0.145093228811547,0.123091490979333,0.211139550738445,0.387657443028553,0.0978499313459389,0.215365246126974,0.138332809104498,0.194126258068193,0.0909090909090909,0.0364033708169728,0.129219147676184,0.0909090909090912,0.078408632885282,0.253781368055911,0.159788268775944,1,0.0351689974226664,0.225700899065234,0.152286225968293,0.215365246126974,0.0666403572472901,0.030457245193659,0.0364033708169729
0.123091490979333,0.138013111868471,0.272165526975909,0.272165526975909,0.040847528424869,0.0818317088384971,0.0953108996580273,0.123091490979333,0.0559782846375243,0.0272316856165793,0.140675989690666,0.163390113699475,0.276026223736942,0.245085170549213,0.166666666666667,0.207019667802706,0.136082763487954,0.28641098093474,0.204124145231932,0.0690065559342357,0.24715576637149,0.287213478951776,0.276026223736942,0.544331053951817,0.0820609939862217,0.0381107966983353,0.207869854820774,0.356348322549899,0.0351689974226664,1,0.276026223736942,0.21650635094611,0.272165526975909,0.109847007276218,0.21650635094611,0.276026223736942
0.662541348868913,0.302857142857143,0.845154254728517,0.777541914350235,0.00563749451005086,0.564692439315782,0.0732874286306755,0.234437708061308,0.249155026631249,0.00563749451005044,0.0364033708169734,0.0056374945100524,0.657142857142857,0.129662373731195,0.690065559342354,0.714285714285714,0.101418510567422,0.700218624751569,0.642317233593673,0.0285714285714288,0.739065956051933,0.764470787156438,0.234285714285714,0.709929573971954,0.152894157431288,0.260359587582133,0.184427778390829,0.405741112459825,0.225700899065234,0.276026223736942,1,0.239045721866879,0.845154254728517,0.739065956051933,0.45418687154707,0.645714285714285
0.355334527259351,0.119522860933439,0.353553390593274,0.353553390593274,0.235833315318289,0.448832811698457,0.0235833315318287,0.085280286542244,0.0969572331127439,0.0471666630636577,0.0609144903873173,0.0943333261273154,0.382473154987006,0.0471666630636575,0.505181485540923,0.262950294053567,0.282842712474619,0.377964473009227,0.212132034355964,0.549805160293821,0.380521195323595,0.21320071635561,0.047809144373376,0.353553390593274,0.21320071635561,0.0990147542976672,0.0771516749810459,0.0771516749810464,0.152286225968293,0.21650635094611,0.239045721866879,1,0.353553390593274,0.380521195323595,0.175,0.33466401061363
0.770528991698729,0.304255531702266,1,0.933333333333333,0.0333518672982535,0.734968415259167,0.100055601894761,0.301511344577764,0.239956909566871,0.0333518672982535,0.0430730492253948,0.0333518672982535,0.845154254728517,0.166759336491268,0.816496580927726,0.845154254728516,0.0666666666666667,0.734968415259167,0.8,0.169030850945703,0.874474632195206,0.904534033733291,0.236643191323985,0.733333333333333,0.301511344577764,0.140028008402801,0.290957186981323,0.436435780471985,0.215365246126974,0.272165526975909,0.845154254728517,0.353553390593274,1,0.874474632195206,0.494974746830583,0.777541914350235
0.723385906930729,0.284256136943051,0.874474632195206,0.807207352795575,0.0381393193928679,0.683161592031789,0.0964700431701948,0.263664022152322,0.348189788633675,0.17274868195593,0.0666403572472902,0.0381393193928676,0.739065956051933,0.0381393193928675,0.865045182300216,0.761806447007377,0.0672672793996312,0.683161592031789,0.672672793996312,0.147813191210387,0.728506787330316,0.831555762172708,0.284256136943051,0.605405514596681,0.22310032643658,0.0847737284850461,0.161468161717528,0.234862780680041,0.0666403572472901,0.109847007276218,0.739065956051933,0.380521195323595,0.874474632195206,1,0.594564367693117,0.761806447007377
0.497468338163091,0.191236577493503,0.494974746830583,0.424264068711928,0.117916657659145,0.448832811698457,0.0471666630636579,0.0852802865422442,0.169675157947302,0.0235833315318288,0.0609144903873174,0.117916657659145,0.382473154987006,0.0943333261273157,0.505181485540922,0.478091443733757,0.0707106781186548,0.448832811698457,0.424264068711928,0.119522860933439,0.451868919446769,0.426401432711221,0.406377727173694,0.282842712474619,0.28426762180748,0.0990147542976675,0.0771516749810461,0.231455024943138,0.030457245193659,0.21650635094611,0.45418687154707,0.175,0.494974746830583,0.594564367693117,1,0.33466401061363
0.696517828298088,0.177142857142857,0.777541914350235,0.777541914350235,0.140937362751299,0.519517044170519,0.0620124396105716,0.132508269773783,0.237566420741424,0.0732874286306754,0.0509647191437624,0.140937362751299,0.645714285714285,0.140937362751299,0.75907211527659,0.588571428571428,0.0338061701891406,0.519517044170519,0.574704893215391,0.108571428571428,0.625363501274712,0.730494307727263,0.108571428571429,0.642317233593673,0.118917678002113,0.0710071602496728,0.184427778390829,0.405741112459825,0.0364033708169729,0.276026223736942,0.645714285714285,0.33466401061363,0.777541914350235,0.761806447007377,0.33466401061363,1
